Departure ID,Arrival ID,Departure Epoch,time-of-flight [s],Atom Delta-V [km/s],Lambert Delta-V [km/s]
39261,28255,2016-02-15 02:16:40.000000 UTC,6670,1.45922,4.06481
39261,28255,2016-02-12 18:01:40.000000 UTC,8890,1.62776,9.48286
29093,28255,2016-02-03 09:46:40.000000 UTC,9250,1.79841,2.79118
39261,28255,2016-02-15 18:10:00.000000 UTC,6070,1.82564,3.01545
28255,39261,2016-02-21 03:30:00.000000 UTC,41650,1.84311,3.35759
39261,28255,2016-02-15 10:00:00.000000 UTC,6310,1.87155,4.15615
29093,28255,2016-02-02 04:45:00.000000 UTC,9130,1.87444,2.7164
16111,28255,2016-02-06 18:05:00.000000 UTC,9130,1.9245,2.55045
16111,28255,2016-02-06 18:05:00.000000 UTC,15010,1.95699,3.3292
29093,16111,2016-02-05 07:55:00.000000 UTC,2950,1.99678,2.22432
29093,28255,2016-02-05 22:50:00.000000 UTC,7210,1.99906,3.0203
29093,16111,2016-02-05 07:55:00.000000 UTC,28150,2.01059,2.35621
29093,28255,2016-02-05 10:20:00.000000 UTC,16390,2.01084,4.01183
29093,16111,2016-02-05 07:55:00.000000 UTC,19750,2.01213,2.14415
29093,16111,2016-02-04 22:31:40.000000 UTC,28390,2.02121,2.36051
39261,28255,2016-02-15 14:01:40.000000 UTC,18070,2.05433,4.82417
29093,28255,2016-02-01 00:46:40.000000 UTC,9070,2.07462,2.95557
29093,16111,2016-02-02 14:16:40.000000 UTC,29830,2.08215,2.58799
39261,28255,2016-02-15 02:16:40.000000 UTC,9730,2.0913,3.06313
29093,39261,2016-02-05 10:20:00.000000 UTC,15070,2.09586,3.24973
29093,39261,2016-02-03 09:46:40.000000 UTC,20770,2.09603,3.34214
29093,28255,2016-02-03 09:46:40.000000 UTC,21190,2.09901,2.80585
16111,28255,2016-02-08 23:45:00.000000 UTC,6970,2.10302,3.15252
29093,16111,2016-02-05 05:31:40.000000 UTC,25390,2.11049,2.46835
39261,28255,2016-02-12 20:45:00.000000 UTC,8830,2.11063,6.78823
29093,28255,2016-02-03 09:46:40.000000 UTC,33070,2.1188,3.31292
29093,28255,2016-02-04 09:16:40.000000 UTC,32050,2.11893,3.15331
39261,28255,2016-02-14 01:16:40.000000 UTC,34450,2.13276,7.44544
16111,28255,2016-02-07 15:10:00.000000 UTC,28930,2.13392,4.02097
16111,28255,2016-02-07 15:10:00.000000 UTC,11050,2.13489,3.75499
39261,28255,2016-02-15 14:01:40.000000 UTC,15190,2.13783,3.06074
39261,28255,2016-02-16 11:50:00.000000 UTC,23110,2.14269,5.0268
39261,28255,2016-02-16 11:50:00.000000 UTC,17230,2.14763,3.47284
29093,16111,2016-02-01 19:31:40.000000 UTC,30310,2.15097,2.6079
29093,28255,2016-02-04 09:16:40.000000 UTC,5110,2.15103,4.70211
29093,39261,2016-02-06 06:40:00.000000 UTC,26350,2.153,2.33384
29093,28255,2016-02-01 02:55:00.000000 UTC,9670,2.16271,2.79833
28255,29093,2016-02-19 15:55:00.000000 UTC,40270,2.16333,3.23118
16111,28255,2016-02-07 17:25:00.000000 UTC,26590,2.17407,2.75214
16111,28255,2016-02-07 17:25:00.000000 UTC,14710,2.17536,2.3475
29093,28255,2016-02-06 17:30:00.000000 UTC,26110,2.18685,2.8095
39261,28255,2016-02-15 02:16:40.000000 UTC,12730,2.18769,2.87205
29093,28255,2016-02-01 00:35:00.000000 UTC,6190,2.18874,3.09743
39261,28255,2016-02-15 22:25:00.000000 UTC,23770,2.19203,3.3715
16111,39261,2016-02-07 12:00:00.000000 UTC,7990,2.1945,7.85102
16111,28255,2016-02-10 16:01:40.000000 UTC,16570,2.20721,3.38888
29093,16111,2016-02-05 12:46:40.000000 UTC,25210,2.20886,2.98808
29093,28255,2016-02-04 09:16:40.000000 UTC,32110,2.21329,2.62944
16111,28255,2016-02-07 19:46:40.000000 UTC,33130,2.21875,2.7841
16111,29093,2016-02-06 22:46:40.000000 UTC,12130,2.227,3.18029
29093,28255,2016-02-02 15:45:00.000000 UTC,32350,2.23073,3.10738
29093,28255,2016-02-01 00:35:00.000000 UTC,21070,2.23084,2.94765
29093,28255,2016-02-05 07:55:00.000000 UTC,21970,2.23617,3.34978
39261,28255,2016-02-15 18:10:00.000000 UTC,8950,2.24679,4.81127
29093,16111,2016-02-01 00:46:40.000000 UTC,30790,2.24934,2.59921
29093,28255,2016-02-02 04:45:00.000000 UTC,21070,2.25174,2.76418
39261,28255,2016-02-15 14:01:40.000000 UTC,33070,2.25348,3.30162
16111,28255,2016-02-10 16:01:40.000000 UTC,25570,2.25546,3.17073
29093,39261,2016-02-04 20:15:00.000000 UTC,26590,2.25884,4.85536
16111,28255,2016-02-10 20:40:00.000000 UTC,26650,2.25952,2.96547
28255,29093,2016-02-20 21:40:00.000000 UTC,17290,2.26059,2.56735
29093,39261,2016-02-05 05:31:40.000000 UTC,32050,2.26098,2.35821
29093,28255,2016-02-04 20:15:00.000000 UTC,13510,2.2682,3.0949
16111,28255,2016-02-11 01:25:00.000000 UTC,12910,2.27178,2.7701
16111,28255,2016-02-11 21:31:40.000000 UTC,20710,2.27787,2.53559
29093,16111,2016-02-01 00:01:40.000000 UTC,30790,2.2879,2.50996
16111,29093,2016-02-06 22:46:40.000000 UTC,6490,2.2879,2.9257
16111,28255,2016-02-10 23:01:40.000000 UTC,21310,2.28892,2.53294
16111,29093,2016-02-07 08:10:00.000000 UTC,6730,2.29427,3.55617
29093,28255,2016-02-01 02:55:00.000000 UTC,9550,2.2943,3.84078
29093,28255,2016-02-02 04:45:00.000000 UTC,15010,2.29484,3.51299
39261,28255,2016-02-14 15:31:40.000000 UTC,7150,2.29545,3.43982
29093,39261,2016-02-02 08:40:00.000000 UTC,26470,2.29709,2.75724
39261,28255,2016-02-13 21:01:40.000000 UTC,25870,2.2973,3.09949
16111,28255,2016-02-06 18:16:40.000000 UTC,8950,2.30335,3.80548
28255,16111,2016-02-18 19:10:00.000000 UTC,19030,2.30395,2.688
28255,29093,2016-02-21 15:55:00.000000 UTC,36250,2.30727,2.76852
39261,28255,2016-02-15 02:16:40.000000 UTC,30610,2.31019,3.07708
39261,29093,2016-02-17 04:45:00.000000 UTC,2950,2.31032,2.37655
28255,16111,2016-02-22 07:40:00.000000 UTC,33730,2.31272,2.80799
29093,28255,2016-02-01 21:40:00.000000 UTC,28390,2.31282,4.14766
16111,28255,2016-02-10 23:01:40.000000 UTC,27250,2.31295,2.7083
29093,28255,2016-02-01 01:31:40.000000 UTC,27190,2.31641,2.69677
16111,28255,2016-02-06 20:25:00.000000 UTC,9730,2.31667,2.66119
29093,28255,2016-02-01 19:31:40.000000 UTC,21970,2.31892,4.07044
39261,28255,2016-02-12 12:15:00.000000 UTC,27130,2.32067,4.83369
29093,39261,2016-02-02 08:40:00.000000 UTC,32530,2.3255,2.46032
28255,29093,2016-02-18 10:55:00.000000 UTC,31930,2.32603,2.65964
16111,29093,2016-02-07 17:25:00.000000 UTC,12610,2.32914,3.15875
28255,29093,2016-02-18 14:15:00.000000 UTC,25630,2.33658,2.57329
16111,28255,2016-02-09 14:31:40.000000 UTC,16450,2.33673,3.10247
28255,29093,2016-02-18 15:00:00.000000 UTC,19810,2.33697,2.55372
39261,28255,2016-02-13 21:01:40.000000 UTC,19930,2.33953,2.8591
29093,16111,2016-02-06 06:40:00.000000 UTC,33130,2.33991,3.25198
16111,28255,2016-02-10 18:20:00.000000 UTC,32050,2.34133,2.89485
28255,29093,2016-02-18 15:00:00.000000 UTC,25450,2.34183,2.63758
29093,28255,2016-02-01 02:55:00.000000 UTC,27370,2.34195,5.06514
28255,29093,2016-02-19 09:15:00.000000 UTC,35890,2.34286,2.80093
29093,28255,2016-02-02 08:40:00.000000 UTC,24910,2.3437,2.67963
29093,28255,2016-02-05 22:50:00.000000 UTC,31090,2.34456,2.79598
39261,28255,2016-02-15 14:01:40.000000 UTC,27190,2.34541,2.5484
39261,28255,2016-02-15 22:25:00.000000 UTC,29830,2.34614,2.5589
29093,28255,2016-02-01 01:31:40.000000 UTC,59770,2.34732,8.84976
16111,28255,2016-02-11 16:20:00.000000 UTC,16210,2.34999,5.2456
39261,28255,2016-02-12 12:15:00.000000 UTC,15190,2.35092,5.08425
29093,39261,2016-02-05 07:55:00.000000 UTC,20530,2.35287,2.94497
39261,28255,2016-02-13 07:35:00.000000 UTC,32410,2.35719,3.08041
29093,28255,2016-02-04 20:15:00.000000 UTC,19450,2.35732,3.31239
28255,29093,2016-02-19 15:55:00.000000 UTC,31810,2.35988,2.73806
39261,28255,2016-02-15 14:01:40.000000 UTC,30190,2.36064,2.51078
29093,28255,2016-02-02 08:40:00.000000 UTC,30850,2.36201,2.84971
39261,28255,2016-02-15 18:10:00.000000 UTC,21010,2.3621,2.96179
29093,28255,2016-02-01 02:10:00.000000 UTC,15490,2.3634,2.67128
28255,16111,2016-02-18 09:15:00.000000 UTC,10090,2.3655,2.71414
28255,29093,2016-02-20 14:16:40.000000 UTC,24490,2.36698,2.80858
29093,28255,2016-02-01 02:10:00.000000 UTC,9550,2.37289,2.49323
29093,39261,2016-02-05 03:10:00.000000 UTC,22390,2.37463,4.43264
16111,28255,2016-02-11 01:25:00.000000 UTC,18850,2.37728,2.94621
28255,16111,2016-02-21 03:30:00.000000 UTC,31750,2.37863,3.2881
28255,29093,2016-02-22 07:40:00.000000 UTC,33190,2.38569,3.22774
29093,16111,2016-02-05 10:20:00.000000 UTC,33670,2.3867,2.66157
39261,28255,2016-02-16 02:46:40.000000 UTC,11590,2.38739,3.53851
29093,28255,2016-02-01 02:55:00.000000 UTC,33550,2.38921,2.71517
39261,28255,2016-02-14 13:50:00.000000 UTC,19210,2.38959,2.8056
16111,28255,2016-02-10 13:45:00.000000 UTC,22090,2.3976,2.66369
28255,16111,2016-02-19 09:15:00.000000 UTC,32710,2.39785,2.9147
16111,39261,2016-02-11 13:46:40.000000 UTC,26710,2.40259,3.30953
28255,39261,2016-02-21 22:30:00.000000 UTC,27250,2.40297,2.6792
29093,28255,2016-02-04 20:15:00.000000 UTC,31450,2.40354,2.71598
29093,28255,2016-02-01 02:55:00.000000 UTC,12670,2.4044,2.67261
29093,28255,2016-02-01 00:46:40.000000 UTC,15070,2.40581,2.63042
16111,28255,2016-02-10 20:40:00.000000 UTC,32710,2.40697,2.42862
28255,39261,2016-02-20 21:40:00.000000 UTC,35290,2.40818,2.64819
28255,16111,2016-02-22 07:40:00.000000 UTC,28150,2.40892,2.91955
28255,29093,2016-02-22 10:01:40.000000 UTC,27070,2.41063,3.58726
28255,16111,2016-02-18 10:55:00.000000 UTC,15310,2.41455,2.66047
29093,28255,2016-02-01 02:55:00.000000 UTC,27610,2.41529,2.56359
29093,28255,2016-02-03 19:05:00.000000 UTC,32170,2.41789,2.73845
28255,39261,2016-02-21 22:30:00.000000 UTC,30310,2.42011,2.70319
39261,28255,2016-02-14 12:10:00.000000 UTC,28210,2.42013,3.16224
16111,28255,2016-02-06 20:25:00.000000 UTC,33610,2.42143,2.58445
29093,28255,2016-02-01 02:55:00.000000 UTC,24610,2.42183,2.63735
28255,39261,2016-02-19 23:16:40.000000 UTC,28330,2.42227,2.8737
28255,39261,2016-02-21 15:55:00.000000 UTC,36070,2.42341,2.64362
28255,39261,2016-02-20 21:40:00.000000 UTC,23230,2.42353,2.79518
28255,16111,2016-02-23 08:31:40.000000 UTC,39370,2.42393,2.99831
28255,29093,2016-02-18 09:15:00.000000 UTC,35050,2.42409,2.67137
39261,28255,2016-02-14 17:15:00.000000 UTC,18970,2.42702,3.65659
28255,29093,2016-02-22 07:40:00.000000 UTC,38950,2.42707,4.91167
28255,16111,2016-02-20 21:40:00.000000 UTC,18910,2.42842,2.81116
39261,28255,2016-02-13 21:01:40.000000 UTC,28930,2.43,2.82906
28255,29093,2016-02-19 06:46:40.000000 UTC,36550,2.43145,4.16139
39261,28255,2016-02-16 11:50:00.000000 UTC,29170,2.43196,3.4067
16111,28255,2016-02-07 19:46:40.000000 UTC,29950,2.43382,6.1923
16111,28255,2016-02-07 12:00:00.000000 UTC,28330,2.43398,2.7292
28255,29093,2016-02-21 22:30:00.000000 UTC,32170,2.43456,3.1058
39261,28255,2016-02-13 21:01:40.000000 UTC,13990,2.43526,2.68619
29093,28255,2016-02-05 00:50:00.000000 UTC,32470,2.43569,2.78291
28255,29093,2016-02-19 09:15:00.000000 UTC,24610,2.43633,2.80588
28255,16111,2016-02-19 09:15:00.000000 UTC,27130,2.44022,3.03203
28255,29093,2016-02-23 05:55:00.000000 UTC,20170,2.4404,2.669
28255,29093,2016-02-18 05:05:00.000000 UTC,18910,2.44052,2.63093
28255,16111,2016-02-19 23:16:40.000000 UTC,40750,2.44169,3.10789
28255,16111,2016-02-18 10:55:00.000000 UTC,9730,2.44217,2.79075
29093,28255,2016-02-03 01:10:00.000000 UTC,28390,2.44251,2.77289
39261,29093,2016-02-13 07:35:00.000000 UTC,2590,2.44309,2.43326
39261,28255,2016-02-14 15:31:40.000000 UTC,25090,2.44486,2.871
28255,29093,2016-02-21 07:31:40.000000 UTC,37870,2.44559,2.75784
39261,28255,2016-02-16 05:00:00.000000 UTC,5590,2.4492,3.02425
39261,28255,2016-02-14 15:31:40.000000 UTC,22090,2.44935,3.26037
28255,39261,2016-02-21 15:55:00.000000 UTC,27010,2.44977,2.74412
28255,29093,2016-02-23 19:15:00.000000 UTC,31630,2.4509,2.75055
39261,28255,2016-02-14 13:50:00.000000 UTC,34150,2.45212,2.74135
28255,29093,2016-02-20 12:30:00.000000 UTC,19150,2.45253,2.77377
28255,29093,2016-02-18 15:00:00.000000 UTC,28270,2.45332,2.94204
28255,16111,2016-02-19 06:46:40.000000 UTC,27670,2.45977,2.80409
28255,16111,2016-02-21 22:30:00.000000 UTC,27370,2.4605,3.47124
28255,39261,2016-02-21 15:55:00.000000 UTC,24010,2.46077,2.79374
28255,39261,2016-02-21 22:30:00.000000 UTC,36430,2.46131,3.56703
28255,39261,2016-02-21 15:55:00.000000 UTC,17950,2.46315,2.63385
28255,29093,2016-02-21 11:40:00.000000 UTC,37090,2.46391,2.83986
28255,39261,2016-02-21 11:40:00.000000 UTC,35890,2.46532,2.63317
29093,28255,2016-02-01 21:40:00.000000 UTC,31510,2.46619,3.15739
39261,28255,2016-02-13 07:35:00.000000 UTC,20530,2.46921,2.66638
28255,29093,2016-02-21 03:30:00.000000 UTC,10570,2.47005,2.82327
29093,28255,2016-02-01 00:46:40.000000 UTC,27010,2.47054,2.64709
28255,29093,2016-02-19 21:45:00.000000 UTC,33490,2.47168,3.01946
28255,39261,2016-02-21 07:31:40.000000 UTC,35710,2.47201,2.62258
39261,28255,2016-02-14 12:10:00.000000 UTC,34210,2.47318,2.80704
28255,39261,2016-02-23 19:15:00.000000 UTC,38230,2.47373,2.55268
29093,28255,2016-02-01 00:46:40.000000 UTC,24010,2.47452,3.49274
16111,28255,2016-02-09 18:30:00.000000 UTC,26230,2.47457,2.90325
28255,39261,2016-02-20 21:40:00.000000 UTC,11110,2.47484,2.48674
28255,39261,2016-02-21 07:31:40.000000 UTC,32710,2.47601,2.80058
28255,16111,2016-02-22 10:01:40.000000 UTC,22030,2.47745,3.41032
29093,28255,2016-02-03 19:05:00.000000 UTC,32050,2.47769,3.66247
28255,16111,2016-02-19 23:16:40.000000 UTC,32530,2.47855,4.76502
39261,28255,2016-02-14 15:31:40.000000 UTC,31030,2.47864,3.15887
28255,29093,2016-02-18 15:00:00.000000 UTC,28390,2.48204,4.06875
29093,28255,2016-02-01 00:35:00.000000 UTC,27010,2.48227,3.19173
28255,39261,2016-02-21 11:40:00.000000 UTC,32890,2.48361,2.81752
28255,39261,2016-02-21 03:30:00.000000 UTC,29530,2.48433,2.77508
39261,28255,2016-02-14 17:15:00.000000 UTC,27910,2.48439,3.98387
39261,28255,2016-02-16 09:31:40.000000 UTC,5290,2.48698,4.10921
28255,29093,2016-02-22 07:40:00.000000 UTC,16210,2.48818,2.75575
29093,28255,2016-02-05 03:10:00.000000 UTC,32950,2.4917,3.20768
28255,16111,2016-02-23 05:55:00.000000 UTC,34270,2.49238,2.75855
29093,28255,2016-02-01 00:00:00.000000 UTC,29770,2.49389,3.4821
28255,16111,2016-02-18 10:55:00.000000 UTC,32350,2.49416,6.42421
39261,28255,2016-02-14 15:31:40.000000 UTC,28090,2.49463,2.86849
29093,28255,2016-02-05 22:50:00.000000 UTC,31030,2.49681,3.30362
16111,28255,2016-02-07 19:46:40.000000 UTC,24130,2.49743,3.47083
28255,39261,2016-02-22 10:01:40.000000 UTC,30790,2.49849,2.59484
28255,29093,2016-02-23 19:15:00.000000 UTC,37270,2.50039,2.8287
28255,39261,2016-02-21 07:31:40.000000 UTC,23650,2.50137,2.76848
28255,39261,2016-02-21 11:40:00.000000 UTC,23830,2.50209,2.77821
16111,28255,2016-02-10 11:30:00.000000 UTC,21430,2.50356,3.17863
39261,28255,2016-02-15 10:00:00.000000 UTC,9310,2.50362,3.88725
29093,28255,2016-02-05 10:20:00.000000 UTC,34330,2.50553,3.63842
39261,28255,2016-02-14 13:50:00.000000 UTC,13270,2.50731,2.59142
39261,29093,2016-02-14 12:10:00.000000 UTC,21190,2.50828,8.08724
29093,16111,2016-02-04 18:00:00.000000 UTC,3310,2.50936,2.97173
39261,28255,2016-02-12 13:10:00.000000 UTC,33190,2.50968,3.03922
28255,16111,2016-02-18 05:05:00.000000 UTC,11050,2.50991,3.04019
29093,28255,2016-02-01 00:00:00.000000 UTC,32770,2.50992,2.93749
28255,39261,2016-02-22 07:40:00.000000 UTC,30730,2.51036,2.77694
16111,39261,2016-02-08 22:01:40.000000 UTC,32770,2.5104,3.56486
39261,28255,2016-02-15 04:10:00.000000 UTC,6610,2.51208,3.10105
16111,29093,2016-02-07 17:25:00.000000 UTC,6970,2.51268,2.9826
28255,16111,2016-02-18 15:00:00.000000 UTC,19990,2.5134,2.91879
39261,28255,2016-02-14 12:10:00.000000 UTC,13330,2.5136,2.64555
29093,28255,2016-02-01 00:01:40.000000 UTC,20830,2.51488,2.70307
28255,16111,2016-02-18 05:05:00.000000 UTC,39010,2.51574,3.01431
39261,28255,2016-02-12 13:55:00.000000 UTC,33070,2.51673,4.0107
39261,28255,2016-02-15 10:00:00.000000 UTC,27250,2.51782,3.20056
28255,29093,2016-02-19 06:46:40.000000 UTC,25150,2.5225,2.93988
28255,16111,2016-02-18 19:10:00.000000 UTC,35830,2.52255,2.65838
39261,28255,2016-02-13 21:01:40.000000 UTC,7930,2.52394,3.81213
39261,28255,2016-02-14 01:16:40.000000 UTC,19750,2.52578,2.72333
29093,28255,2016-02-02 01:05:00.000000 UTC,26050,2.52621,3.29694
28255,29093,2016-02-18 15:46:40.000000 UTC,28270,2.5295,4.32296
16111,28255,2016-02-07 01:50:00.000000 UTC,19990,2.53064,2.79281
28255,39261,2016-02-18 05:05:00.000000 UTC,38650,2.53302,3.40018
28255,39261,2016-02-18 10:55:00.000000 UTC,20710,2.53348,2.55121
28255,16111,2016-02-21 22:30:00.000000 UTC,18910,2.53493,2.6787
16111,28255,2016-02-09 20:31:40.000000 UTC,8890,2.53581,3.2691
28255,39261,2016-02-23 08:31:40.000000 UTC,37810,2.53777,2.59985
28255,29093,2016-02-19 00:01:40.000000 UTC,37810,2.5397,3.44356
39261,28255,2016-02-15 22:25:00.000000 UTC,32710,2.54122,3.49861
28255,16111,2016-02-18 15:46:40.000000 UTC,30970,2.54222,2.66699
28255,16111,2016-02-19 06:46:40.000000 UTC,22090,2.54245,2.91623
28255,39261,2016-02-20 21:40:00.000000 UTC,11170,2.54311,2.94378
28255,29093,2016-02-22 10:01:40.000000 UTC,38230,2.54502,2.86337
28255,16111,2016-02-23 05:55:00.000000 UTC,28750,2.54618,3.30122
28255,16111,2016-02-21 07:31:40.000000 UTC,28030,2.54741,4.10077
28255,29093,2016-02-18 20:05:00.000000 UTC,4750,2.54952,2.70436
39261,16111,2016-02-17 23:01:40.000000 UTC,32830,2.55044,9.58717
28255,39261,2016-02-21 03:30:00.000000 UTC,17470,2.55173,2.92755
28255,29093,2016-02-19 00:01:40.000000 UTC,26470,2.55256,2.8349
29093,39261,2016-02-03 01:10:00.000000 UTC,15610,2.55294,4.71697
39261,28255,2016-02-14 02:45:00.000000 UTC,31510,2.55388,3.96211
28255,39261,2016-02-18 19:10:00.000000 UTC,39250,2.55466,3.32725
16111,28255,2016-02-11 03:50:00.000000 UTC,31210,2.55531,4.22754
39261,28255,2016-02-14 17:15:00.000000 UTC,7090,2.55695,2.99665
28255,29093,2016-02-18 15:00:00.000000 UTC,39670,2.55773,4.34519
16111,28255,2016-02-11 01:25:00.000000 UTC,33790,2.55989,2.76734
28255,39261,2016-02-18 15:00:00.000000 UTC,39070,2.56116,3.41397
28255,29093,2016-02-21 22:30:00.000000 UTC,32350,2.56122,5.39578
28255,39261,2016-02-18 10:55:00.000000 UTC,38890,2.56128,3.11612
28255,39261,2016-02-18 18:16:40.000000 UTC,39190,2.56372,3.17281
39261,28255,2016-02-15 04:10:00.000000 UTC,12550,2.56515,3.48587
28255,39261,2016-02-18 15:00:00.000000 UTC,20950,2.56671,3.2575
29093,28255,2016-02-01 00:01:40.000000 UTC,32770,2.56805,2.69011
28255,16111,2016-02-18 05:05:00.000000 UTC,5410,2.56837,2.76019
39261,28255,2016-02-14 02:45:00.000000 UTC,22630,2.57143,3.38258
28255,29093,2016-02-18 18:16:40.000000 UTC,27610,2.57655,2.96941
28255,29093,2016-02-21 07:31:40.000000 UTC,32530,2.57764,6.6833
28255,16111,2016-02-18 06:40:00.000000 UTC,10630,2.57873,2.7366
29093,28255,2016-02-03 23:00:00.000000 UTC,33010,2.58362,2.97359
28255,39261,2016-02-19 06:46:40.000000 UTC,39730,2.58367,3.12696
28255,39261,2016-02-23 19:15:00.000000 UTC,38350,2.58456,3.76227
28255,29093,2016-02-18 19:10:00.000000 UTC,38770,2.58473,3.25298
28255,16111,2016-02-21 11:40:00.000000 UTC,21550,2.58661,4.55303
28255,39261,2016-02-23 05:55:00.000000 UTC,19570,2.58793,2.78578
28255,29093,2016-02-18 15:00:00.000000 UTC,14230,2.58888,3.07964
29093,16111,2016-02-01 03:46:40.000000 UTC,19510,2.58913,2.4655
39261,28255,2016-02-15 10:00:00.000000 UTC,30250,2.5915,2.95095
28255,29093,2016-02-18 05:05:00.000000 UTC,27430,2.59166,3.39472
28255,16111,2016-02-19 15:55:00.000000 UTC,31270,2.59265,3.14412
28255,29093,2016-02-18 08:16:40.000000 UTC,23950,2.59336,2.90218
39261,28255,2016-02-14 15:31:40.000000 UTC,19150,2.59387,2.62632
28255,16111,2016-02-18 10:55:00.000000 UTC,48970,2.59838,3.7453
28255,29093,2016-02-21 03:30:00.000000 UTC,16390,2.59914,4.63511
29093,28255,2016-02-02 04:45:00.000000 UTC,30010,2.59947,3.26714
29093,28255,2016-02-02 17:15:00.000000 UTC,32710,2.60062,2.92052
29093,28255,2016-02-01 00:35:00.000000 UTC,36010,2.60321,3.44677
28255,29093,2016-02-21 11:40:00.000000 UTC,20230,2.605,3.12006
39261,28255,2016-02-15 04:10:00.000000 UTC,21490,2.6064,3.52796
39261,28255,2016-02-12 12:15:00.000000 UTC,33250,2.60726,2.79803
28255,16111,2016-02-19 06:46:40.000000 UTC,2530,2.60807,2.70703
39261,28255,2016-02-16 05:00:00.000000 UTC,29290,2.6097,6.71065
16111,28255,2016-02-10 13:45:00.000000 UTC,34030,2.61163,2.79559
28255,16111,2016-02-18 14:15:00.000000 UTC,14590,2.61188,2.78663
28255,16111,2016-02-22 10:01:40.000000 UTC,33190,2.61192,3.15318
28255,39261,2016-02-23 08:31:40.000000 UTC,19690,2.61232,2.65058
28255,16111,2016-02-21 07:31:40.000000 UTC,33490,2.61258,2.83924
29093,39261,2016-02-06 17:30:00.000000 UTC,26110,2.61269,4.86221
28255,29093,2016-02-21 07:31:40.000000 UTC,21010,2.61544,2.95469
29093,28255,2016-02-06 12:01:40.000000 UTC,33970,2.61697,2.9047
39261,28255,2016-02-15 18:10:00.000000 UTC,20950,2.62099,3.61266
28255,39261,2016-02-19 21:45:00.000000 UTC,34330,2.62104,2.74655
28255,29093,2016-02-23 05:55:00.000000 UTC,40090,2.62114,4.83549
28255,29093,2016-02-21 22:30:00.000000 UTC,29350,2.62183,3.27069
28255,16111,2016-02-18 19:10:00.000000 UTC,24670,2.62414,2.90174
28255,16111,2016-02-18 18:16:40.000000 UTC,30430,2.62535,2.85919
28255,39261,2016-02-21 07:31:40.000000 UTC,29770,2.62636,3.74413
28255,29093,2016-02-23 19:15:00.000000 UTC,42910,2.62667,3.06257
39261,28255,2016-02-12 11:35:00.000000 UTC,33250,2.62716,2.84168
16111,28255,2016-02-11 13:46:40.000000 UTC,33790,2.62813,2.85054
39261,28255,2016-02-14 15:31:40.000000 UTC,33970,2.62821,3.91028
39261,28255,2016-02-15 10:00:00.000000 UTC,18250,2.63072,3.96018
28255,16111,2016-02-18 08:16:40.000000 UTC,27130,2.63141,3.2803
28255,39261,2016-02-18 16:35:00.000000 UTC,39130,2.63468,3.25437
28255,29093,2016-02-22 07:40:00.000000 UTC,27550,2.63471,3.19523
28255,39261,2016-02-21 07:31:40.000000 UTC,17710,2.63527,3.9694
29093,28255,2016-02-01 00:46:40.000000 UTC,18070,2.63908,3.17275
29093,28255,2016-02-01 02:55:00.000000 UTC,6610,2.64057,3.41601
28255,39261,2016-02-22 07:40:00.000000 UTC,18670,2.64194,2.94537
28255,29093,2016-02-18 16:35:00.000000 UTC,22270,2.64396,2.73163
29093,28255,2016-02-03 02:50:00.000000 UTC,22630,2.64599,3.54953
16111,28255,2016-02-10 09:16:40.000000 UTC,26710,2.64657,4.8419
28255,16111,2016-02-18 09:15:00.000000 UTC,21430,2.64663,4.04343
28255,29093,2016-02-18 16:35:00.000000 UTC,39250,2.64744,3.37565
28255,16111,2016-02-18 09:15:00.000000 UTC,35410,2.64758,4.94111
28255,16111,2016-02-18 17:25:00.000000 UTC,36250,2.64863,3.04042
39261,28255,2016-02-12 13:55:00.000000 UTC,33190,2.65208,2.69974
28255,29093,2016-02-19 21:45:00.000000 UTC,27850,2.65217,2.98906
28255,16111,2016-02-20 00:50:00.000000 UTC,34810,2.65264,3.02713
28255,29093,2016-02-18 06:01:40.000000 UTC,35830,2.65351,3.28616
